emp_id,name,department,salary,join_date,status,effective_start_date,effective_end_date,is_current
43,Emp_43,MARKETING,60107,2020-03-29,ACTIVE,day_1,day_2,false
44,Emp_44,SALES,98389,2021-05-15,ACTIVE,day_1,day_3,false
45,Emp_45,HR,92061,2022-05-07,ACTIVE,day_1,day_3,false
46,Emp_46,SALES,66591,2020-01-15,ACTIVE,day_1,day_2,false
47,Emp_47,SALES,62329,2020-09-10,ACTIVE,day_1,day_2,false
48,Emp_48,FINANCE,86917,2021-08-16,ACTIVE,day_1,day_2,false
49,Emp_49,HR,49525,2022-07-24,ACTIVE,day_1,day_4,false
50,Emp_50,MARKETING,30665,2021-03-03,ACTIVE,day_1,day_3,false
51,Emp_51,IT,35250,2021-04-26,ACTIVE,day_1,day_2,false
52,Emp_52,MARKETING,34406,2021-03-11,ACTIVE,day_1,day_2,false
53,Emp_53,MARKETING,81684,2021-05-05,ACTIVE,day_1,day_2,false
54,Emp_54,IT,89302,2021-05-22,ACTIVE,day_1,day_5,false
55,Emp_55,HR,40890,2021-07-25,ACTIVE,day_1,,true
56,Emp_56,IT,83296,2022-08-30,ACTIVE,day_1,day_4,false
57,Emp_57,HR,47394,2021-01-02,ACTIVE,day_1,day_2,false
58,Emp_58,FINANCE,61334,2021-10-25,ACTIVE,day_1,day_5,false
59,Emp_59,IT,32087,2021-05-06,ACTIVE,day_1,day_2,false
60,Emp_60,FINANCE,51207,2021-12-21,ACTIVE,day_1,day_4,false
61,Emp_61,SALES,33199,2022-09-26,ACTIVE,day_1,day_4,false
62,Emp_62,SALES,90786,2022-03-01,ACTIVE,day_1,,true
63,Emp_63,HR,83131,2020-07-08,ACTIVE,day_1,day_3,false
64,Emp_64,FINANCE,90856,2021-12-21,ACTIVE,day_1,day_2,false
65,Emp_65,IT,39266,2021-01-29,ACTIVE,day_1,day_2,false
66,Emp_66,FINANCE,99588,2020-02-03,ACTIVE,day_1,day_2,false
67,Emp_67,FINANCE,85823,2022-02-09,ACTIVE,day_1,day_3,false
68,Emp_68,FINANCE,57151,2022-03-17,ACTIVE,day_1,day_3,false
69,Emp_69,IT,74000,2022-01-23,ACTIVE,day_1,day_5,false
70,Emp_70,IT,97467,2022-08-26,ACTIVE,day_1,day_2,false
71,Emp_71,FINANCE,36758,2020-04-23,ACTIVE,day_1,day_5,false
72,Emp_72,SALES,77918,2021-04-21,ACTIVE,day_1,day_2,false
73,Emp_73,MARKETING,35357,2021-01-09,ACTIVE,day_1,day_5,false
74,Emp_74,FINANCE,52972,2021-10-25,ACTIVE,day_1,day_3,false
75,Emp_75,MARKETING,38782,2021-07-28,ACTIVE,day_1,day_3,false
76,Emp_76,HR,48141,2020-12-08,ACTIVE,day_1,day_5,false
77,Emp_77,HR,44884,2021-10-26,ACTIVE,day_1,day_3,false
78,Emp_78,SALES,57498,2022-02-10,ACTIVE,day_1,day_3,false
79,Emp_79,HR,72003,2020-12-27,ACTIVE,day_1,day_4,false
80,Emp_80,FINANCE,96003,2021-11-27,ACTIVE,day_1,day_3,false
81,Emp_81,SALES,66325,2020-02-25,ACTIVE,day_1,day_4,false
82,Emp_82,IT,78865,2020-12-19,ACTIVE,day_1,day_2,false
83,Emp_83,SALES,93730,2021-05-28,ACTIVE,day_1,day_2,false
84,Emp_84,MARKETING,46083,2021-04-26,ACTIVE,day_1,day_3,false
85,Emp_85,MARKETING,99842,2022-07-10,ACTIVE,day_1,day_2,false
86,Emp_86,FINANCE,89241,2021-09-27,ACTIVE,day_1,day_4,false
87,Emp_87,FINANCE,38601,2020-07-11,ACTIVE,day_1,,true
88,Emp_88,SALES,41443,2020-03-23,ACTIVE,day_1,day_3,false
89,Emp_89,SALES,53437,2020-10-22,ACTIVE,day_1,day_2,false
90,Emp_90,IT,44334,2020-06-17,ACTIVE,day_1,day_5,false
91,Emp_91,FINANCE,44683,2021-12-14,ACTIVE,day_1,day_3,false
92,Emp_92,HR,95054,2020-06-03,ACTIVE,day_1,day_4,false
93,Emp_93,HR,98247,2022-09-01,ACTIVE,day_1,day_2,false
94,Emp_94,IT,68426,2021-03-02,ACTIVE,day_1,day_3,false
95,Emp_95,MARKETING,47305,2021-04-30,ACTIVE,day_1,day_4,false
96,Emp_96,FINANCE,85067,2021-03-30,ACTIVE,day_1,day_5,false
97,Emp_97,IT,68209,2020-07-12,ACTIVE,day_1,day_2,false
98,Emp_98,IT,32888,2022-06-11,ACTIVE,day_1,day_2,false
99,Emp_99,HR,98107,2021-10-22,ACTIVE,day_1,day_4,false
100,Emp_100,FINANCE,83961,2021-08-15,ACTIVE,day_1,day_2,false
101,Emp_101,FINANCE,72769,2021-05-12,ACTIVE,day_1,day_3,false
102,Emp_102,MARKETING,99489,2022-05-12,ACTIVE,day_1,day_3,false
103,Emp_103,MARKETING,88360,2021-04-13,ACTIVE,day_1,day_2,false
104,Emp_104,FINANCE,47295,2022-07-08,ACTIVE,day_1,day_2,false
105,Emp_105,FINANCE,52509,2022-03-19,ACTIVE,day_1,day_2,false
106,Emp_106,FINANCE,59724,2021-05-10,ACTIVE,day_1,day_2,false
107,Emp_107,FINANCE,67767,2022-02-27,ACTIVE,day_1,day_2,false
108,Emp_108,IT,49443,2020-12-27,ACTIVE,day_1,,true
109,Emp_109,FINANCE,89759,2022-09-06,ACTIVE,day_1,day_3,false
110,Emp_110,HR,51075,2021-12-29,ACTIVE,day_1,day_2,false
111,Emp_111,MARKETING,67387,2020-07-05,ACTIVE,day_1,day_2,false
112,Emp_112,HR,50117,2020-06-14,ACTIVE,day_1,day_3,false
113,Emp_113,HR,45324,2020-02-12,ACTIVE,day_1,day_2,false
114,Emp_114,FINANCE,46577,2021-03-27,ACTIVE,day_1,day_4,false
115,Emp_115,FINANCE,78453,2020-07-07,ACTIVE,day_1,day_5,false
116,Emp_116,HR,34546,2021-11-12,ACTIVE,day_1,day_3,false
117,Emp_117,FINANCE,75068,2020-05-31,ACTIVE,day_1,day_3,false
118,Emp_118,FINANCE,88776,2021-07-06,ACTIVE,day_1,day_2,false
119,Emp_119,HR,99945,2020-11-04,ACTIVE,day_1,day_4,false
120,Emp_120,IT,33266,2021-02-18,ACTIVE,day_1,day_3,false
121,Emp_121,SALES,49055,2022-08-28,ACTIVE,day_1,day_3,false
122,Emp_122,SALES,71971,2020-06-08,ACTIVE,day_1,day_2,false
123,Emp_123,IT,96507,2020-12-05,ACTIVE,day_1,day_3,false
124,Emp_124,FINANCE,92116,2022-07-06,ACTIVE,day_1,day_2,false
125,Emp_125,FINANCE,49278,2022-03-29,ACTIVE,day_1,day_3,false
126,Emp_126,MARKETING,87947,2020-12-12,ACTIVE,day_1,day_3,false
127,Emp_127,IT,92781,2022-07-10,ACTIVE,day_1,day_4,false
128,Emp_128,IT,48274,2021-11-25,ACTIVE,day_1,day_2,false
129,Emp_129,MARKETING,45319,2020-11-11,ACTIVE,day_1,day_2,false
130,Emp_130,IT,82642,2021-09-24,ACTIVE,day_1,day_2,false
131,Emp_131,HR,88454,2020-12-31,ACTIVE,day_1,day_5,false
132,Emp_132,IT,72777,2020-02-26,ACTIVE,day_1,,true
133,Emp_133,MARKETING,55578,2021-08-20,ACTIVE,day_1,day_3,false
134,Emp_134,MARKETING,59116,2022-03-11,ACTIVE,day_1,day_2,false
135,Emp_135,FINANCE,55652,2020-01-24,ACTIVE,day_1,day_4,false
136,Emp_136,IT,88387,2021-11-24,ACTIVE,day_1,day_3,false
137,Emp_137,IT,97081,2021-02-07,ACTIVE,day_1,,true
138,Emp_138,HR,94286,2020-11-21,ACTIVE,day_1,day_2,false
139,Emp_139,MARKETING,97050,2022-08-24,ACTIVE,day_1,day_2,false
140,Emp_140,IT,77325,2021-02-11,ACTIVE,day_1,day_2,false
141,Emp_141,HR,86051,2021-01-13,ACTIVE,day_1,day_3,false
142,Emp_142,SALES,78867,2020-01-13,ACTIVE,day_1,,true
143,Emp_143,FINANCE,75209,2020-12-25,ACTIVE,day_1,day_2,false
144,Emp_144,FINANCE,88402,2022-06-14,ACTIVE,day_1,day_5,false
145,Emp_145,MARKETING,41481,2020-08-08,ACTIVE,day_1,day_2,false
146,Emp_146,SALES,84474,2022-04-02,ACTIVE,day_1,day_4,false
147,Emp_147,SALES,67831,2020-06-16,ACTIVE,day_1,day_3,false
148,Emp_148,SALES,84289,2020-05-22,ACTIVE,day_1,day_4,false
149,Emp_149,MARKETING,41282,2020-05-27,ACTIVE,day_1,,true
150,Emp_150,HR,69745,2021-05-01,ACTIVE,day_1,day_2,false
151,Emp_151,MARKETING,73963,2020-03-08,ACTIVE,day_1,day_3,false
152,Emp_152,MARKETING,79253,2020-03-31,ACTIVE,day_1,day_2,false
153,Emp_153,IT,83668,2021-10-16,ACTIVE,day_1,day_2,false
154,Emp_154,FINANCE,84331,2020-06-28,ACTIVE,day_1,day_3,false
155,Emp_155,MARKETING,90570,2021-12-28,ACTIVE,day_1,day_4,false
156,Emp_156,MARKETING,47947,2020-07-23,ACTIVE,day_1,day_2,false
157,Emp_157,HR,80039,2020-10-23,ACTIVE,day_1,,true
158,Emp_158,MARKETING,94302,2020-02-13,ACTIVE,day_1,day_2,false
159,Emp_159,FINANCE,69834,2021-05-20,ACTIVE,day_1,day_2,false
160,Emp_160,MARKETING,90745,2020-08-17,ACTIVE,day_1,day_2,false
161,Emp_161,IT,30320,2020-06-06,ACTIVE,day_1,day_2,false
162,Emp_162,FINANCE,69343,2022-09-05,ACTIVE,day_1,day_2,false
163,Emp_163,SALES,46276,2021-10-31,ACTIVE,day_1,day_3,false
164,Emp_164,FINANCE,84677,2020-07-02,ACTIVE,day_1,day_2,false
165,Emp_165,SALES,62079,2020-01-30,ACTIVE,day_1,,true
166,Emp_166,IT,66335,2021-05-19,ACTIVE,day_1,,true
167,Emp_167,IT,77416,2021-08-18,ACTIVE,day_1,day_3,false
168,Emp_168,SALES,87156,2022-06-08,ACTIVE,day_1,day_5,false
169,Emp_169,FINANCE,92395,2022-09-24,ACTIVE,day_1,day_2,false
170,Emp_170,IT,78916,2021-06-08,ACTIVE,day_1,day_2,false
171,Emp_171,MARKETING,32299,2022-05-15,ACTIVE,day_1,day_3,false
172,Emp_172,FINANCE,51344,2021-08-18,ACTIVE,day_1,day_3,false
173,Emp_173,IT,49154,2020-11-23,ACTIVE,day_1,day_2,false
174,Emp_174,SALES,47759,2020-12-31,ACTIVE,day_1,day_4,false
175,Emp_175,HR,36932,2020-10-06,ACTIVE,day_1,day_4,false
176,Emp_176,FINANCE,84986,2021-10-13,ACTIVE,day_1,day_3,false
177,Emp_177,FINANCE,36385,2020-10-23,ACTIVE,day_1,day_3,false
178,Emp_178,FINANCE,99417,2021-10-16,ACTIVE,day_1,day_2,false
179,Emp_179,IT,97353,2020-07-17,ACTIVE,day_1,day_3,false
180,Emp_180,HR,42387,2021-09-05,ACTIVE,day_1,day_4,false
181,Emp_181,HR,72284,2022-06-12,ACTIVE,day_1,day_4,false
182,Emp_182,FINANCE,69462,2020-10-04,ACTIVE,day_1,,true
183,Emp_183,FINANCE,42561,2021-07-01,ACTIVE,day_1,day_2,false
184,Emp_184,MARKETING,76088,2022-04-23,ACTIVE,day_1,day_4,false
185,Emp_185,HR,31690,2020-05-20,ACTIVE,day_1,day_5,false
186,Emp_186,MARKETING,66885,2021-01-16,ACTIVE,day_1,day_2,false
187,Emp_187,SALES,84000,2020-12-14,ACTIVE,day_1,day_4,false
188,Emp_188,HR,43424,2020-08-11,ACTIVE,day_1,day_2,false
189,Emp_189,HR,95979,2020-08-14,ACTIVE,day_1,day_3,false
190,Emp_190,HR,98898,2022-05-16,ACTIVE,day_1,day_2,false
191,Emp_191,MARKETING,44937,2021-03-03,ACTIVE,day_1,day_4,false
192,Emp_192,SALES,40013,2020-04-29,ACTIVE,day_1,day_2,false
193,Emp_193,HR,32277,2021-05-06,ACTIVE,day_1,,true
194,Emp_194,FINANCE,70838,2021-12-08,ACTIVE,day_1,day_3,false
195,Emp_195,FINANCE,48220,2022-04-16,ACTIVE,day_1,day_2,false
196,Emp_196,SALES,98566,2022-02-20,ACTIVE,day_1,,true
197,Emp_197,FINANCE,52571,2021-12-27,ACTIVE,day_1,day_4,false
198,Emp_198,FINANCE,33769,2022-02-01,ACTIVE,day_1,day_4,false
199,Emp_199,IT,59144,2020-05-11,ACTIVE,day_1,day_5,false
200,Emp_200,HR,59697,2020-11-10,ACTIVE,day_1,day_3,false
111,Emp_111,HR,67387,2020-07-05,ACTIVE,day_2,day_3,false
186,Emp_186,SALES,66885,2021-01-16,ACTIVE,day_2,day_4,false
140,Emp_140,HR,77325,2021-02-11,ACTIVE,day_2,day_5,false
170,Emp_170,HR,78916,2021-06-08,ACTIVE,day_2,day_3,false
150,Emp_150,HR,74729,2021-05-01,ACTIVE,day_2,day_3,false
105,Emp_105,FINANCE,56537,2022-03-19,ACTIVE,day_2,day_3,false
138,Emp_138,MARKETING,94286,2020-11-21,ACTIVE,day_2,day_4,false
129,Emp_129,IT,45319,2020-11-11,ACTIVE,day_2,,true
152,Emp_152,MARKETING,87367,2020-03-31,ACTIVE,day_2,day_3,false
104,Emp_104,IT,47295,2022-07-08,ACTIVE,day_2,day_3,false
158,Emp_158,HR,94302,2020-02-13,ACTIVE,day_2,day_3,false
204,Emp_204,HR,39496,2026-04-19,ACTIVE,day_2,,true
134,Emp_134,FINANCE,59116,2022-03-11,ACTIVE,day_2,day_4,false
159,Emp_159,MARKETING,69834,2021-05-20,ACTIVE,day_2,day_5,false
103,Emp_103,SALES,88360,2021-04-13,ACTIVE,day_2,,true
156,Emp_156,MARKETING,56877,2020-07-23,ACTIVE,day_2,day_3,false
122,Emp_122,SALES,76723,2020-06-08,ACTIVE,day_2,day_3,false
192,Emp_192,SALES,49676,2020-04-29,ACTIVE,day_2,day_5,false
205,Emp_205,HR,61144,2026-04-19,ACTIVE,day_2,,true
110,Emp_110,IT,51075,2021-12-29,ACTIVE,day_2,day_3,false
113,Emp_113,IT,45324,2020-02-12,ACTIVE,day_2,day_5,false
128,Emp_128,IT,52628,2021-11-25,ACTIVE,day_2,day_3,false
145,Emp_145,MARKETING,48206,2020-08-08,ACTIVE,day_2,day_3,false
161,Emp_161,IT,33250,2020-06-06,ACTIVE,day_2,day_3,false
203,Emp_203,FINANCE,46144,2026-04-19,ACTIVE,day_2,day_3,false
173,Emp_173,IT,56432,2020-11-23,ACTIVE,day_2,day_3,false
195,Emp_195,FINANCE,51973,2022-04-16,ACTIVE,day_2,day_3,false
169,Emp_169,FINANCE,95700,2022-09-24,ACTIVE,day_2,day_3,false
143,Emp_143,FINANCE,84425,2020-12-25,ACTIVE,day_2,day_3,false
153,Emp_153,SALES,83668,2021-10-16,ACTIVE,day_2,day_3,false
178,Emp_178,MARKETING,99417,2021-10-16,ACTIVE,day_2,,true
124,Emp_124,HR,92116,2022-07-06,ACTIVE,day_2,day_3,false
118,Emp_118,SALES,88776,2021-07-06,ACTIVE,day_2,day_4,false
130,Emp_130,MARKETING,82642,2021-09-24,ACTIVE,day_2,day_3,false
139,Emp_139,SALES,97050,2022-08-24,ACTIVE,day_2,day_4,false
164,Emp_164,FINANCE,93206,2020-07-02,ACTIVE,day_2,day_3,false
107,Emp_107,MARKETING,67767,2022-02-27,ACTIVE,day_2,day_3,false
202,Emp_202,HR,61120,2026-04-19,ACTIVE,day_2,day_3,false
106,Emp_106,FINANCE,67033,2021-05-10,ACTIVE,day_2,day_3,false
188,Emp_188,HR,50337,2020-08-11,ACTIVE,day_2,day_3,false
160,Emp_160,MARKETING,96069,2020-08-17,ACTIVE,day_2,day_5,false
162,Emp_162,FINANCE,72915,2022-09-05,ACTIVE,day_2,,true
190,Emp_190,FINANCE,98898,2022-05-16,ACTIVE,day_2,day_4,false
201,Emp_201,HR,65765,2026-04-19,ACTIVE,day_2,day_3,false
183,Emp_183,FINANCE,46494,2021-07-01,ACTIVE,day_2,day_5,false
70,Emp_70,IT,101871,2022-08-26,ACTIVE,day_2,day_3,false
1,Emp_1,MARKETING,46632,2020-07-30,ACTIVE,day_2,day_3,false
3,Emp_3,SALES,93010,2020-09-01,ACTIVE,day_2,day_4,false
32,Emp_32,MARKETING,96173,2020-07-01,ACTIVE,day_2,day_3,false
46,Emp_46,SALES,69121,2020-01-15,ACTIVE,day_2,day_5,false
57,Emp_57,SALES,47394,2021-01-02,ACTIVE,day_2,day_3,false
13,Emp_13,HR,101722,2021-05-24,ACTIVE,day_2,day_3,false
53,Emp_53,SALES,81684,2021-05-05,ACTIVE,day_2,day_3,false
64,Emp_64,FINANCE,95990,2021-12-21,ACTIVE,day_2,day_4,false
20,Emp_20,MARKETING,58391,2020-06-10,ACTIVE,day_2,day_4,false
51,Emp_51,MARKETING,35250,2021-04-26,ACTIVE,day_2,day_5,false
97,Emp_97,IT,77065,2020-07-12,ACTIVE,day_2,day_3,false
52,Emp_52,SALES,34406,2021-03-11,ACTIVE,day_2,day_4,false
72,Emp_72,MARKETING,77918,2021-04-21,ACTIVE,day_2,day_3,false
9,Emp_9,MARKETING,52440,2021-09-25,ACTIVE,day_2,day_5,false
15,Emp_15,IT,42682,2021-10-22,ACTIVE,day_2,day_3,false
8,Emp_8,HR,63016,2020-04-30,ACTIVE,day_2,day_3,false
89,Emp_89,SALES,59587,2020-10-22,ACTIVE,day_2,day_4,false
48,Emp_48,HR,86917,2021-08-16,ACTIVE,day_2,day_3,false
93,Emp_93,FINANCE,98247,2022-09-01,ACTIVE,day_2,day_3,false
37,Emp_37,HR,37818,2020-10-14,ACTIVE,day_2,day_3,false
59,Emp_59,IT,34330,2021-05-06,ACTIVE,day_2,day_4,false
24,Emp_24,MARKETING,78786,2021-03-05,ACTIVE,day_2,day_5,false
18,Emp_18,SALES,89394,2020-02-14,ACTIVE,day_2,day_3,false
10,Emp_10,HR,96524,2020-08-12,ACTIVE,day_2,day_4,false
4,Emp_4,HR,41067,2021-09-02,ACTIVE,day_2,day_4,false
2,Emp_2,FINANCE,65513,2021-06-19,ACTIVE,day_2,day_4,false
100,Emp_100,SALES,83961,2021-08-15,ACTIVE,day_2,day_3,false
85,Emp_85,SALES,99842,2022-07-10,ACTIVE,day_2,,true
82,Emp_82,IT,85425,2020-12-19,ACTIVE,day_2,day_4,false
83,Emp_83,HR,93730,2021-05-28,ACTIVE,day_2,day_4,false
43,Emp_43,MARKETING,65341,2020-03-29,ACTIVE,day_2,day_3,false
66,Emp_66,MARKETING,99588,2020-02-03,ACTIVE,day_2,day_4,false
65,Emp_65,HR,39266,2021-01-29,ACTIVE,day_2,day_5,false
25,Emp_25,FINANCE,72688,2020-08-23,ACTIVE,day_2,,true
17,Emp_17,SALES,71787,2020-12-08,ACTIVE,day_2,day_4,false
98,Emp_98,FINANCE,32888,2022-06-11,ACTIVE,day_2,,true
47,Emp_47,HR,62329,2020-09-10,ACTIVE,day_2,day_4,false
88,Emp_88,MARKETING,41443,2020-03-23,ACTIVE,day_3,day_4,false
105,Emp_105,MARKETING,56537,2022-03-19,ACTIVE,day_3,day_5,false
42,Emp_42,MARKETING,56408,2021-08-14,ACTIVE,day_3,day_4,false
32,Emp_32,MARKETING,98198,2020-07-01,ACTIVE,day_3,day_5,false
104,Emp_104,MARKETING,47295,2022-07-08,ACTIVE,day_3,day_5,false
67,Emp_67,FINANCE,94573,2022-02-09,ACTIVE,day_3,day_4,false
74,Emp_74,MARKETING,52972,2021-10-25,ACTIVE,day_3,day_5,false
26,Emp_26,SALES,72746,2020-08-21,ACTIVE,day_3,,true
48,Emp_48,HR,89086,2021-08-16,ACTIVE,day_3,day_4,false
93,Emp_93,FINANCE,102379,2022-09-01,ACTIVE,day_3,,true
15,Emp_15,IT,52184,2021-10-22,ACTIVE,day_3,day_4,false
14,Emp_14,HR,59980,2021-11-17,ACTIVE,day_3,day_4,false
101,Emp_101,FINANCE,78858,2021-05-12,ACTIVE,day_3,day_5,false
23,Emp_23,HR,96024,2021-08-29,ACTIVE,day_3,day_4,false
38,Emp_38,HR,53501,2022-05-22,ACTIVE,day_3,day_4,false
78,Emp_78,SALES,65341,2022-02-10,ACTIVE,day_3,day_5,false
21,Emp_21,SALES,93577,2021-06-11,ACTIVE,day_3,day_5,false
27,Emp_27,SALES,61079,2022-01-25,ACTIVE,day_3,day_5,false
30,Emp_30,MARKETING,100654,2020-02-25,ACTIVE,day_3,day_5,false
8,Emp_8,HR,72041,2020-04-30,ACTIVE,day_3,day_4,false
18,Emp_18,IT,89394,2020-02-14,ACTIVE,day_3,day_4,false
102,Emp_102,FINANCE,99489,2022-05-12,ACTIVE,day_3,day_4,false
70,Emp_70,IT,104106,2022-08-26,ACTIVE,day_3,day_4,false
13,Emp_13,HR,106158,2021-05-24,ACTIVE,day_3,day_4,false
63,Emp_63,HR,86691,2020-07-08,ACTIVE,day_3,,true
57,Emp_57,HR,47394,2021-01-02,ACTIVE,day_3,,true
1,Emp_1,FINANCE,46632,2020-07-30,ACTIVE,day_3,day_5,false
84,Emp_84,HR,46083,2021-04-26,ACTIVE,day_3,,true
7,Emp_7,IT,30599,2021-07-25,ACTIVE,day_3,day_5,false
80,Emp_80,IT,96003,2021-11-27,ACTIVE,day_3,day_5,false
77,Emp_77,SALES,44884,2021-10-26,ACTIVE,day_3,day_5,false
45,Emp_45,HR,94752,2022-05-07,ACTIVE,day_3,day_4,false
11,Emp_11,FINANCE,57277,2020-10-10,ACTIVE,day_3,day_4,false
97,Emp_97,MARKETING,77065,2020-07-12,ACTIVE,day_3,day_4,false
100,Emp_100,IT,83961,2021-08-15,ACTIVE,day_3,day_5,false
34,Emp_34,FINANCE,55448,2021-10-09,ACTIVE,day_3,day_5,false
40,Emp_40,SALES,75033,2020-08-13,ACTIVE,day_3,day_5,false
44,Emp_44,FINANCE,98389,2021-05-15,ACTIVE,day_3,,true
72,Emp_72,MARKETING,84978,2021-04-21,ACTIVE,day_3,day_5,false
5,Emp_5,HR,99593,2021-09-18,ACTIVE,day_3,day_5,false
37,Emp_37,HR,41862,2020-10-14,ACTIVE,day_3,day_4,false
53,Emp_53,SALES,84091,2021-05-05,ACTIVE,day_3,day_5,false
68,Emp_68,HR,57151,2022-03-17,ACTIVE,day_3,day_4,false
91,Emp_91,FINANCE,54613,2021-12-14,ACTIVE,day_3,,true
75,Emp_75,MARKETING,38782,2021-07-28,RESIGNED,day_3,day_5,false
43,Emp_43,MARKETING,72972,2020-03-29,ACTIVE,day_3,,true
94,Emp_94,IT,74552,2021-03-02,ACTIVE,day_3,day_4,false
50,Emp_50,MARKETING,40093,2021-03-03,ACTIVE,day_3,,true
176,Emp_176,SALES,84986,2021-10-13,ACTIVE,day_3,day_4,false
170,Emp_170,HR,78916,2021-06-08,RESIGNED,day_3,day_4,false
128,Emp_128,IT,58039,2021-11-25,ACTIVE,day_3,day_4,false
145,Emp_145,MARKETING,51937,2020-08-08,ACTIVE,day_3,day_4,false
136,Emp_136,HR,88387,2021-11-24,ACTIVE,day_3,,true
163,Emp_163,MARKETING,46276,2021-10-31,ACTIVE,day_3,,true
171,Emp_171,SALES,32299,2022-05-15,ACTIVE,day_3,day_4,false
106,Emp_106,SALES,67033,2021-05-10,ACTIVE,day_3,,true
109,Emp_109,FINANCE,96311,2022-09-06,ACTIVE,day_3,day_4,false
173,Emp_173,IT,66056,2020-11-23,ACTIVE,day_3,day_5,false
154,Emp_154,FINANCE,87665,2020-06-28,ACTIVE,day_3,day_5,false
200,Emp_200,FINANCE,59697,2020-11-10,ACTIVE,day_3,day_5,false
117,Emp_117,MARKETING,75068,2020-05-31,ACTIVE,day_3,day_4,false
150,Emp_150,HR,74729,2021-05-01,RESIGNED,day_3,day_4,false
203,Emp_203,IT,46144,2026-04-19,ACTIVE,day_3,,true
194,Emp_194,FINANCE,79743,2021-12-08,ACTIVE,day_3,day_4,false
201,Emp_201,HR,69494,2026-04-19,ACTIVE,day_3,day_4,false
158,Emp_158,SALES,94302,2020-02-13,ACTIVE,day_3,,true
143,Emp_143,IT,84425,2020-12-25,ACTIVE,day_3,,true
147,Emp_147,FINANCE,67831,2020-06-16,ACTIVE,day_3,,true
123,Emp_123,HR,96507,2020-12-05,ACTIVE,day_3,,true
177,Emp_177,FINANCE,36385,2020-10-23,RESIGNED,day_3,day_4,false
116,Emp_116,HR,34546,2021-11-12,RESIGNED,day_3,day_4,false
107,Emp_107,MARKETING,72351,2022-02-27,ACTIVE,day_3,day_4,false
112,Emp_112,HR,53617,2020-06-14,ACTIVE,day_3,day_4,false
